21/11/2020
cardio.mat
params,noise_amount,2,sparsity,1,kernel_reg,0.01,bias_reg,0.01,iterations,5
Model 4,Ensemble,Ensemble2,Model _de2,Model _s2,Model _s3,Model c
0.9637727272727272,0.9758636363636363,0.9769318181818182,0.8985227272727272,0.9816363636363636,0.982909090909091,0.9800227272727273
21/11/2020
ionosphere.mat
params,noise_amount,2,sparsity,1,kernel_reg,0.01,bias_reg,0.01,iterations,5
Model 4,Ensemble,Ensemble2,Model _de2,Model _s2,Model _s3,Model c
0.971655328798186,0.8841269841269842,0.9496598639455783,0.9510204081632654,0.8208616780045352,0.8208616780045352,0.8222222222222223
21/11/2020
satellite.mat
params,noise_amount,2,sparsity,1,kernel_reg,0.01,bias_reg,0.01,iterations,5
Model 4,Ensemble,Ensemble2,Model _de2,Model _s2,Model _s3,Model c
0.8113673572661785,0.8052509376674406,0.807930731678276,0.8024937488837292,0.8011147824016194,0.8001570220872776,0.8013008275287253
